text_id,prompt_id,genre,theme,model_family,model_name,provider,clean_word_count,clean_length_status,pca_1,pca_2,pca_explained_variance_1,pca_explained_variance_2
GPT_gpt-4o-mini_ARG_028,ARG_028,Argumentative,business,GPT,gpt-4o-mini,OpenAI,208,valid,5.045985,-4.629638,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_029,ARG_029,Argumentative,business,GPT,gpt-4o-mini,OpenAI,220,valid,5.3688583,-0.39144266,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_030,ARG_030,Argumentative,business,GPT,gpt-4o-mini,OpenAI,220,valid,4.936058,-2.797294,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_031,ARG_031,Argumentative,career,GPT,gpt-4o-mini,OpenAI,207,valid,3.893803,-0.026767248,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_032,ARG_032,Argumentative,career,GPT,gpt-4o-mini,OpenAI,208,valid,3.5238392,-2.466811,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_033,ARG_033,Argumentative,career,GPT,gpt-4o-mini,OpenAI,215,valid,4.2638507,-0.68631,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_034,ARG_034,Argumentative,career,GPT,gpt-4o-mini,OpenAI,216,valid,5.450041,4.1546226,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_035,ARG_035,Argumentative,career,GPT,gpt-4o-mini,OpenAI,205,valid,3.1487842,-1.941741,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_036,ARG_036,Argumentative,career,GPT,gpt-4o-mini,OpenAI,209,valid,5.3243675,4.892245,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_037,ARG_037,Argumentative,career,GPT,gpt-4o-mini,OpenAI,214,valid,0.47734442,1.013634,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_038,ARG_038,Argumentative,career,GPT,gpt-4o-mini,OpenAI,209,valid,2.0543745,-1.0145699,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_039,ARG_039,Argumentative,career,GPT,gpt-4o-mini,OpenAI,212,valid,2.6719437,-1.8331121,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_040,ARG_040,Argumentative,career,GPT,gpt-4o-mini,OpenAI,203,valid,7.9403877,5.010051,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_041,ARG_041,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,207,valid,1.6017991,-3.9927225,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_042,ARG_042,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,208,valid,-1.0647655,-3.731881,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_043,ARG_043,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,204,valid,-1.0195488,-0.123699084,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_044,ARG_044,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,197,valid,-1.2947162,-3.871942,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_045,ARG_045,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,217,valid,4.6578913,-4.0651565,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_046,ARG_046,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,208,valid,4.68327,-2.043328,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_047,ARG_047,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,207,valid,4.3540106,-2.5857062,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_048,ARG_048,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,212,valid,5.177859,-4.945721,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_049,ARG_049,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,216,valid,1.6113881,-0.75873834,0.06157275,0.052539278
GPT_gpt-4o-mini_ARG_050,ARG_050,Argumentative,personal,GPT,gpt-4o-mini,OpenAI,211,valid,0.5026043,-0.065759405,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_001,DIA_001,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,212,valid,-2.9464252,10.716074,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_002,DIA_002,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,212,valid,0.3404938,6.291151,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_003,DIA_003,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,208,valid,2.778236,4.98202,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_004,DIA_004,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,206,valid,-1.2691059,5.226298,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_005,DIA_005,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,211,valid,-2.349793,6.576869,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_006,DIA_006,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,210,valid,2.3999324,11.750261,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_007,DIA_007,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,216,valid,-1.1958565,9.746157,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_008,DIA_008,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,209,valid,-2.7239628,7.4262314,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_009,DIA_009,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,216,valid,3.2089193,0.61747956,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_010,DIA_010,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,214,valid,1.8133916,4.691532,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_011,DIA_011,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,213,valid,2.4074402,-5.7019315,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_012,DIA_012,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,214,valid,-0.32273397,-7.672902,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_013,DIA_013,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,206,valid,-1.5517232,-4.2882032,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_014,DIA_014,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,202,valid,0.9097765,-0.7548744,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_015,DIA_015,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,206,valid,4.8282433,-3.866333,0.06157275,0.052539278
GPT_gpt-4o-mini_DIA_016,DIA_016,Dialogue,academic,GPT,gpt-4o-mini,OpenAI,215,valid,3.6524014,-5.00935,0.06157275,0.052539278
